ITEM_20150317_000001	Empty_helmet 	Empty_Helmet
ITEM_20150317_000292	Though the Pyromancer Master has been researching a way to mitigate the unstable drawbacks of this staff, there have been no development so far. 	Master Pyromancer berusaha mencari cara mengurangi ketidak stabilan kekuatan rod ini. Tapi belum ada berita kalau dia berhasil.
ITEM_20150317_000293	Secretum 	Secretum
ITEM_20150317_000294	A weapon made for and only for wizards. Thus, wizards usually ignore the flaws of this staff. 	Rod yang hanya dapat digunakan oleh Wizard. Wizard sejati tidak peduli akan kekurangan senjata ini.
ITEM_20150317_000295	Deathweaver Rod 	Deathweaver Rod
ITEM_20150317_000296	A rod containing the power of the Deathweaver.	Rod yang memiliki kekuatan Deathweaver.
ITEM_20150317_000297	Chapparition Rod 	Chappartion Rod
ITEM_20150317_000298	Zaima 	Zaima
ITEM_20150317_000299	Rumors say that the high price of this rod's recipe is due to the Cryomancer Master's insistence. 	Harga resep rod ini mahal karena dibuat oleh Master Cryomancer.
ITEM_20150317_000300	Epos 	Epos
ITEM_20150317_000301	A rod that was crafted long time ago using the best available magic knowledge at the time. As a result it is impossible to add to the rod, even with the current advancements in magic. 	Rod yang telah dibuat sejak bertahun-tahun lalu dengan magic yang berkembang pada saat itu. Tidak dapat ditambahkan sesuatu walau dengan kekuatan magic yang sudah berkembang saat ini.
ITEM_20150317_000302	Twinkle Rod 	Twinkle Rod
ITEM_20150317_000303	A twinkling star is always visible. 	Kau akan selalu melihat bintang yang berkelip darinya.
ITEM_20150317_000304	Empty_weapon_THBow 	Empty_weapon_THBow
ITEM_20150317_000305	Crude Light Bow	Crude Light Bow
ITEM_20150317_000306	Bow [Pierce] 	Bow [Pierce] 
ITEM_20150317_000307	A simple weapon that can even be crafted at home. 	Mudah dibuat di rumah.
ITEM_20150317_000308	Light Bow 	Light Bow
ITEM_20150317_000309	A bow widely crafted and used by people across the kingdom and its territories. 	Dibuat oleh seseorang yang mengarungi penjuru wilayah.
ITEM_20150317_000310	Low Short Bow	Low Short Bow
ITEM_20150317_000311	It's a bow for beginners, though some proficient archers prefer to keep using it. 	Bow untuk pemula, namun tetap bagus untuk digunakan.
ITEM_20150317_000312	Low Long Bow	Low Long Bow
ITEM_20150317_000313	A small distance can sometimes be the deciding factor between life and death. This bow is a good choice if you want a longer reach. 	Sedikit jarak dapat menentukanhidup dan mati.  Bow ini bagus untuk kamu yang suka pertarungan jarak jauh.
ITEM_20150317_000314	Composite Bow 	Composite Bow
ITEM_20150317_000315	A bow with improved flexibility through the application of various materials. 	Bow dengan fleksibilitas tinggi.
ITEM_20150317_000316	Self Bow 	Self Bow
ITEM_20150317_000317	It symbolizes the stalwart resolve of an unyielding archer. 	Melambangkan tekad kuat dari seorang archer yang pantang menyerah.
ITEM_20150317_000318	Rokas Bow 	Rokas Bow
ITEM_20150317_000319	It is presumably named after the place where its inventor came from. 	Dinamakan dari tempat dimana pembuatnya tinggal.
ITEM_20150317_000320	Gorithos 	Gorithos
ITEM_20150317_000321	A bow preferred by the Cavalry. 	Bow yang bagus untuk pasukan berkuda.
ITEM_20150317_000322	Gulail	Gulail
ITEM_20150317_000323	The first ever recorded case of applying magic in the bowcrafting process. Since then it has found its own market. 	Bow yang pertama kali menggunakan magic dalam pembuatannya.
ITEM_20150317_000324	Kaman 	Kaman 
ITEM_20150317_000325	A bow modified for more power by archers confident in their arm strength. 	Bow yang dimodifikasi oleh seorang archer untuk meningkatkan kekuatan tangannya.
ITEM_20150317_000326	Crude Rokas Bow	Crude Rokas Bow
ITEM_20150317_000327	Crude Gorithos	Crude Gorithos
ITEM_20150317_000328	Soldier's Light Bow 	Soldier's Light Bow
ITEM_20150317_000329	This bow has been crafted to meet the minimum requirements of the army. 	Bow yang dibuat untuk prajurit tanpa memerlukan syarat khusus.
ITEM_20150317_000330	Mayor's Short Bow 	Mayor's Short Bow
ITEM_20150317_000331	It shows signs of the effort put into unstringing and restringing the bow every day. Despite its age, the bow is in good condition. 	Walau sudah berumur tua, Bow ini tetap dijaga dengan baik.
ITEM_20150317_000332	Crude Long Bow	Crude Long Bow
ITEM_20150317_000333	Gendawa 	Gendawa
ITEM_20150317_000334	This bow is the best among those crafted without using magic in the process. 	Bow terbaik dari diantara bow lain yang terbuat dengan magic.
ITEM_20150317_000335	Heavy Light Bow	Heavy Light Bow
ITEM_20150317_000336	Short Bow 	Short Bow
ITEM_20150317_000337	Heavy Short Bow	Heavy Short Bow
ITEM_20150317_000338	Long Bow 	Long Bow
ITEM_20150317_000339	Heavy Composite Bow	Heavy Composite Bow
ITEM_20150317_000340	Heavy Self Bow	Heavy Self Bow
ITEM_20150317_000341	Heavy Rokas Bow	Heavy Rokas Bow
ITEM_20150317_000342	Dunkel Self Bow 	Dunkel Self Bow
ITEM_20150317_000343	Dunkel Kaman 	Dunkel Kaman
ITEM_20150317_000344	Dunkel Short Bow 	Dunkel Short Bow
ITEM_20150317_000345	Dunkel Long Bow 	Dunkel Long Bow
ITEM_20150317_000346	Dunkel Composite Bow 	Dunkel Composite Bow
ITEM_20150317_000347	Dunkel Rokas Bow 	Dunkel Rocas Bow
ITEM_20150317_000348	Recurve Bow 	Recurve Bow
ITEM_20150317_000349	Seige Bow 	Seige Bow
ITEM_20150317_000350	Sniper Bow 	Sniper Bow
ITEM_20150317_000351	Skull Bow 	Skull Bow
ITEM_20150317_000352	Wooden Compound Bow 	Wooden Compound Bow
ITEM_20150317_000353	Tag Bow	Tag Bow
ITEM_20150317_000354	Rogue Bow 	Rogue Bow
ITEM_20150317_000355	Seeker 	Seeker
ITEM_20150317_000356	This bow, popular among hunters, became even more widespread after the Great Plant Cataclysm.	Bow yang populer dikalangan para hunter sejak Great Plant Catalysm.
ITEM_20150317_000357	Iron Bow 	Iron Bow
ITEM_20150317_000358	This bow has great precision and can frequently cause unexpected damage to the foe. 	Bow dengan akurasi tinggi dan damage yang tidak diperkirakan oleh musuh.
ITEM_20150317_000359	Hawk Bow 	Hawk Bow
ITEM_20150317_000360	A Self Bow made with random bones will sometimes not have synergy with gold.	Bow yang dbuat dari tulang belulang.
ITEM_20150317_000361	Cheminis Bow 	Cheminis Bow
ITEM_20150317_000362	It was named for its effect of increasing the agility of the user. 	dinamai demikian karena efeknya yang meningkatkan agility pemakainya.
ITEM_20150317_000363	Hunting Bow 	Hunting Bow
ITEM_20150317_000364	The application of Alchemy in bowcrafting remained theoretical until circumstances made it a trend in recent production. 	Penerapan Alchemy di bow crafting itu tetap hanya pada tahap konsep sampai saat ini. Namun, dengan perubahan situasi, konsep ini sekarang aktif sedang digunakan di bow crafting.
ITEM_20150317_000365	Maker Bow 	Maker Bow
ITEM_20150317_000366	In the past, only wealthy hunters bought this bow. With the dire events in recent history, however, anyone who can afford to is purchasing or crafting it. 	Di masa lalu, hanya pemburu kaya yang memiliki busur ini. Karena sekarang situasi menjadi sangat mengerikan, ada yang membuat atau membeli segera setelah mereka mampu membelinya.
ITEM_20150317_000367	Savage Bow 	Savage Bow
ITEM_20150317_000368	Due to increases in demand for high quality bows since the Great Plant Cataclysm, this bow is being crafted quite frequently.	Karena peningkatan permintaan untuk busur kualitas tinggi sejak Great Plant Catalysm, busur ini menjadi sering dibuat .
ITEM_20150317_000369	Snake Bow 	Snake Bow
ITEM_20150317_000370	This bow is a good choice regardless of one's muscle strength. This is because if the user has strong arms, he can shoot with more power and if he doesn't, the bow compensates for it. 	Terlepas dari kekuatan kamu, busur ini sangat baik untukmu. Karena, jika kamu memiliki lengan yang kuat, kamu dapat menembak dengan kekuatan lebih dan jika tidak, kamu harus berlatih lebih keras.
ITEM_20150317_000371	Imperni Bow 	Imperni Bow
ITEM_20150317_000372	Like the name suggests, this bow strikes with poisonous attacks. 	Seperti namanya, kau dapat mennggunakannya dengan penuh dendam.
ITEM_20150317_000373	Lethena Bow 	Lethena Bow
ITEM_20150317_000374	One can feel the sensation of hunting a large monster with this bow thanks to its solid weight. 	kamu dapat merasakan sensasi melawan monster yang besar dengan panah ini karena beratnya yang pas.
ITEM_20150317_000375	Strong Bow 	Strong Bow
ITEM_20150317_000376	Tricky to manufacture, but worth the trouble. 	Sedikit sulit saat dibuat, namun hasilnya layak diberi pujian.
ITEM_20150317_000377	Aras' Short Bow 	Arras's Short Bow
ITEM_20150317_000378	Usually purchased by new users of magic bows. 	Sering dibeli oleh pemanah yang baru menggunakan Magic Bows.
ITEM_20150317_000379	Pulley Bow 	Pulley Bow 
ITEM_20150317_000380	Smith Bow 	Smith Bow
ITEM_20150317_000381	If there are no other bows left available for purchase, buy this and hope for the best.	Jika tidak ada bow lain yang kamu dapat beli, belilah ini dan berharap untuk yang terbaik.
ITEM_20150317_000382	Klavis Bow 	Klavis Bow
ITEM_20150317_000383	Apart from being a magical bow, it is generally considered to be mediocre, but the user might make exceptional use of it. 	Untuk magic bow, umumnya  terlalu biasa. Namun siapa tahu, mungkin beberapa pengguna akan memanfaatkan nya dengan baik.
ITEM_20150317_000384	Dio Bow 	Dio Bow
ITEM_20150317_000385	Thresh Bow 	Thresh Bow 
ITEM_20150317_000386	Sestas Bow 	Sestas Bow
ITEM_20150317_000387	Dratt Bow 	Dratt Bow 
ITEM_20150317_000388	Aston Bow 	Aston Bow
ITEM_20150317_000389	Devi Bow	Devi Bow
ITEM_20150317_000390	Prima Bow	Prima Bow
ITEM_20150317_000391	Wildling Bane 	Wildling Bane
ITEM_20150317_000392	Prior to the Great Plant Cataclysm, hunters rarely used this bow. It might soud strange, but the bow would cause excessive damage to the prey.	Ini mungkin terdengar aneh , tapi sebelum Great Plant Catalysm, Hunter jarang menggunakan busur ini. Alasannya adalah bahwa senjata ini menimbulkan efek berlebihan terhadap target.
ITEM_20150317_000393	Equalizer 	Equalizer
ITEM_20150317_000394	There are proud archers who don't want any variables affecting their archery skill outside of their own abilities. This bow is a perfect match for them. 	Ada Archer yang tidak ingin setiap panah mempengaruhi keterampilan memanah mereka selain kemampuan mereka sendiri. Busur ini sangat cocok bagi mereka.
ITEM_20150317_000395	Heart Seeker 	Heart Seeker
ITEM_20150317_000396	For an unknown reason the spell bound to this bow has become a curse to both the foe and the user. Regardless, the bow is still used by archers for its merits. 	Untuk alasan yang tidak diketahui magic dalam busur ini telah berubah menjadi kutukan yang mengerikan bagi musuh dan pengguna.
ITEM_20150317_000397	Viper 	Viper
ITEM_20150317_000398	This poison-imbued bow is so toxic that it afflicts its user as well. 	Busur ini menggunakan racun yang sangat mematikan yang juga menyebabkan kerugian bagi penggunanya. Siapa pun yang ingin menggunakan senjata ini harus rela menderita efek sampingnya.
ITEM_20150317_000399	Deathweaver Bow 	Deathweaver Bow
ITEM_20150317_000400	This bow will send your enemies to their deaths.	Kami berharap busur ini akan menyebabkan musuh kamu mati.
ITEM_20150317_000401	Chapparition Bow 	Chapparition Bow
ITEM_20150317_000402	The engravings say: "Straighten your back and broaden your shoulders; pull the bowstring and push the bow as you shoot."	Ukirannya bertuliskan: "Luruskan punggung kamu.Untuk memperluas bahu Tarik busurnya secara tepat."
ITEM_20150317_000403	Blood Gain 	Blood Gain
ITEM_20150317_000404	This bow was created by Lydia Schaffen. She frequently used this bow throughout her life, but intentionally withheld the crafting method from the Astral Tower and the Schaffenstar, two entities founded by Lydia herself. 	Busur ini diciptakan oleh Lydia Schaffen. Dia sering menggunakan busur ini sepanjang hidup, tapi tidak sengaja mengirimkan metode pembuatannya ke 'Tower Of Stars' dan 'Schaffenstar', dua entitas yang didirikan oleh Lydia sendiri.
ITEM_20150317_000405	Tempest Shooter 	Tempest Shooter
ITEM_20150317_000406	A new bow designed and developed through a joint effort of master bowcrafters. It was conceived with the hope of overcoming the Great Plant Cataclysm.	Sebuah busur baru yang dirancang dan dikembangkan melalui kerjasama Bow Crafter pusat. Ia dibuat dengan harapan mengatasi Great Plant Catalysm.
ITEM_20150317_000407	Empty_weapon_Bow 	Empty_weapon_bow
ITEM_20150317_000408	Row Light Crossbow	Row Light Crossbow
ITEM_20150317_000409	Crossbow [Pierce] 	Crossbow [Pierce] 
ITEM_20150317_000410	Useful when having a free hand is more important than having more attack power. 	Digunakan ketika kamu membutuhkan satu tangan lepas daripada kekuatan serangan.
ITEM_20150317_000411	Row Crossbow	Row Crossbow
ITEM_20150317_000412	Modern crossbows use many different materials, mostly monster parts. 	Busur modern menggunakan banyak bahan yang berbeda, sebagian besar dari tubuh monster.
ITEM_20150317_000413	Dokyu 	Dokyu
ITEM_20150317_000414	A weapon that is easy to reload. 	Lebih mudah saat digunakan untuk reload.
ITEM_20150317_000415	Quarrel Bow 	Quarrel Bow
ITEM_20150317_000416	The Quarrel Shooter Master uses this to teach beginners. 	Master Quarrel Shooter menggunakan senjata ini untuk melatih para pemula.
ITEM_20150317_000417	Oak Crossbow 	Oak Crossbow
ITEM_20150317_000418	Although craftable wood is hard to find due to the Great Plant Cataclysm, this weapon is not hard to make.	Meskipun sulit untuk menemukan kayu untuk crafting sejak Great Plant Catalysm, senjata ini tidak sulit untuk dibuat
ITEM_20150317_000419	Seal Crossbow 	Seal Crossbow
ITEM_20150317_000420	Because monster bones are sometimes cursed, a seal is attached to this weapon. 	Sebuah anti curse telah dipasang kedalamnya karena tulang monster sering mengandung curse di dalamnya..
ITEM_20150317_000421	Catapult 	Catapult
ITEM_20150317_000422	There is a long history of research on adapting siege weaponry for single-person use. This weapon is the culmination of that research. 	Ada sejarah panjang penelitian tentang untuk menggunakan siege weapon untuk satu orang. Dan senjata ini adalahhasil penelitiannya.
ITEM_20150317_000423	Cranequin 	Cranequin 
ITEM_20150317_000424	The mechanism assists beginners in using it, but experienced users will benefit from the extra power. 	Mekanismenya membantu pemula dalam menggunakannya, dan pengguna berpengalaman akan mendapatkan keuntungan dari kekuatan ditambahkan.
ITEM_20150317_000425	Crude Oak Crossbow	Coarse Oak Crossbow
ITEM_20150317_000426	Crude Seal Crossbow	Coarse Seal Crossbow
ITEM_20150317_000427	Sniper Crossbow 	Sniper Crossbow
ITEM_20150317_000428	A powerful crossbow, infamous for being used by the assassin Evoniphon. 	Terkenal karena digunakan oleh Evoniphon sang Assassin, tetapi memiliki kekuatan yang besar..
ITEM_20150317_000429	Light Crossbow 	Light Crossbow
ITEM_20150317_000430	Heavy Light Crossbow	Heavy Light Crossbow
ITEM_20150317_000431	Crossbow 	Crossbow
ITEM_20150317_000432	Heavy Dokyu	Heavy Dokyu
ITEM_20150317_000433	Heavy Quarrel Bow	Heavy Quarrel Bow
ITEM_20150317_000434	Heavy Oak Crossbow	Heavy Oak Crossbow
ITEM_20150317_000435	Dunkel Quarrel Bow 	Dunkel Quarrel Bow
ITEM_20150317_000436	Dunkel Cranequin 	Dunkel Cranequin
ITEM_20150317_000437	Dunkel Crossbow 	Dunkel Crossbow
ITEM_20150317_000438	Dunkel Dokyu 	Dunkel Dokyu
ITEM_20150317_000439	Dunkel Oak Crossbow 	Dunkel Oak Crossbow
ITEM_20150317_000440	Arbalest 	Arbalest
ITEM_20150317_000441	Fedimian Turret 	Femidian Turret
ITEM_20150317_000442	Bullet Shooter 	Bullet Shooter
ITEM_20150317_000443	Black Tip Bow 	Black Tip Bow
ITEM_20150317_000444	Spiked Crossbow 	Spike Crossbow
ITEM_20150317_000445	Windlass	Windless
ITEM_20150317_000446	Heavy Crossbow	Heavy Crossbow
ITEM_20150317_000447	Though slightly heavy, the magics infused into the bow itself offset this downside. 	Sedikit berat tapi magic yang terikat dalam senjata ini akan membantu kamu.
ITEM_20150317_000448	Wide Crossbow 	Wide Crossbow
ITEM_20150317_000449	For those with good aim, this is a good crossbow to deal fatal blows to targets. 	Jika Kamu dapat membidik dengan baik, ini adalah senjata yang baik yang dapat menangani pukulan fatal ke target.
ITEM_20150317_000450	Grand Cross 	Grand Cross
ITEM_20150317_000451	A very popular crossbow among archers because of its high quality and lack of drawbacks. 	Senjata ini sangat populer dikalangan archer karena memiliki kualitas yang baik dan tidak ada kelemahan.
